x,y,z
0.615884338,0.458164458,3.945311429
0.441441899,0.725836827,3.051153596
0.079208738,0.800724229,2.338862256
0.01200206,0.110380112,2.998369927
0.332592075,0.652488412,2.949631432
0.784994119,0.641514684,3.789388629
0.901969707,0.390946533,4.970091301
0.834931328,0.847037247,3.646079813
0.842661919,0.331189281,5.243773475
0.174735369,0.537010861,2.815434447
0.453639013,0.718869178,3.08069943
0.187572799,0.906245765,2.440339288
0.240017508,0.630245766,2.810671763
0.901820961,0.348518051,5.277245977
0.630664294,0.714106428,3.39870616
0.744945089,0.231633518,5.993675209
0.026381155,0.302574232,2.785345588
0.288422001,0.593658539,2.952524287
0.441235446,0.894320112,2.914664184
0.777468743,0.257021572,5.781095271
0.433535087,0.518127385,3.378909472
0.726645189,0.709227199,3.574557908
0.820125186,0.691362772,3.765899575
0.921872794,0.151124069,8.952163427
0.404167092,0.374437367,3.726178733
0.726462969,0.69803431,3.589775951
0.027209899,0.58821378,2.463582479
0.052205747,0.461128904,2.657203013
0.544837565,0.373041203,4.115771767
0.129043468,0.437875039,2.867662773
0.817492712,0.279926673,5.658386462
0.904092757,0.115509278,10.71289828
0.111742043,0.51350684,2.719229485
0.850855923,0.337137461,5.219232589
0.479171488,0.089514082,8.263858754
0.141064943,0.196815412,3.520997336
0.420809235,0.198672113,4.922736975
0.619423344,0.135028415,7.453852082
0.181420157,0.498265455,2.888280294
0.571680881,0.44929839,3.874938521
0.694506978,0.259231936,5.431961841
0.748938503,0.839277375,3.495837967
0.916340694,0.18625337,7.739528285
0.494541152,0.967149584,2.991576286
0.358297703,0.865893862,2.780510696
0.460683073,0.217281136,4.907661195
0.062156169,0.205182067,3.098286624
0.906076793,0.185321803,7.709652862
0.262503047,0.38204168,3.319701591
0.4922215,0.611971287,3.305161534
0.776947118,0.344195946,4.944767202
0.055233639,0.68624701,2.412089799
0.169883644,0.377165989,3.082370283
0.657642493,0.76903669,3.385224386
0.360458995,0.12478123,5.764646793
0.597268556,0.037005898,19.10284482
0.933717006,0.502438143,4.474364282
0.855458997,0.923395167,3.676570505
0.543467835,0.839339145,3.129511679
0.746594785,0.983255083,3.485768568
0.536804429,0.850460537,3.110933257
0.800131691,0.25766627,5.861323958
0.783723828,0.33313697,5.048395925
0.329784483,0.84064212,2.74757175
0.344990879,0.034594923,12.93771729
0.80853037,0.385300691,4.759387572
0.466767781,0.487912017,3.522967559
0.428170681,0.576901108,3.247498986
0.641772256,0.039720552,19.11750343
0.523603827,0.245053279,4.899345748
0.168064208,0.407128084,3.017017623
0.92661424,0.397746886,4.990217998
0.461480427,0.111197697,7.039526593
0.429665876,0.615586612,3.182621475
0.232247567,0.086302357,5.60493875
0.467481188,0.789153663,3.032975786
0.425900241,0.69420031,3.061794471
0.658788596,0.448197419,4.0809787
0.603651394,0.851660269,3.230027363
0.229653771,0.189319487,4.025287611
0.742985824,0.113620478,9.426658724
0.196148389,0.670549756,2.681108529
0.53518034,0.118895975,7.383252107
0.052168529,0.899895257,2.196094103
0.696611059,0.878832565,3.386656571
0.238166862,0.589121669,2.86384916
0.73752943,0.763642624,3.530597115
0.72708176,0.10822875,9.610702377
0.127662962,0.60502575,2.63425238
0.170987611,0.81139581,2.49067727
0.006396427,0.525379517,2.487722945
0.866537825,0.458928006,4.513007142
0.960204852,0.188923774,7.900049769
0.197876366,0.886485379,2.474579692
0.229848314,0.215475716,3.853525505
0.570061,0.592964913,3.487261502
0.808918237,0.091470126,11.7526728
0.367535713,0.881996729,2.786886067
0.941405147,0.473119848,4.616360543
0.387056707,0.954258174,2.787687032
0.731152894,0.184821955,6.775779141
0.033005893,0.56978246,2.494250188
0.075772315,0.338037745,2.889042558
0.026605423,0.400563771,2.667566128
0.111853203,0.004199799,29.62878931
0.207442374,0.506836666,2.929460313
0.968756967,0.847533869,3.885271067
0.232978497,0.942076469,2.500020132
0.083451624,0.43030136,2.770285214
0.408350957,0.130512075,5.999232318
0.866257947,0.744805514,3.776172144
0.489292415,0.910801179,2.996101129
0.70492875,0.513638662,3.954308136
0.872687586,0.732239316,3.802191314
0.212810798,0.135869234,4.430955833
0.474302254,0.955143012,2.954729434
0.364614334,0.965530825,2.740295293
0.072824857,0.759103816,2.368686898
0.095969656,0.226945416,3.197051837
0.609226916,0.609185056,3.528613108
0.085947343,0.218631997,3.175380406
0.388839857,0.929500944,2.801093737
0.206262618,0.080259194,5.489803702
0.50658243,0.301051591,4.395480164
0.197487107,0.613810171,2.75360059
0.982781093,0.89847995,3.908169879
0.686544098,0.019836857,37.58968837
0.195743363,0.227325249,3.636046038
0.167419584,0.58293777,2.737426437
0.718869137,0.29299373,5.178618154
0.319109011,0.993211095,2.640732956
0.54757184,0.530669248,3.583012276
0.867150889,0.083421846,13.31185148
0.831582025,0.253509498,6.040318463
0.355575201,0.677202189,2.958292722
0.773749138,0.024566591,34.47143605
0.088150553,0.531441148,2.647660559
0.959191422,0.607387605,4.18675347
0.850205806,0.591137163,4.02274356
0.396919273,0.572331747,3.195593311
0.56287423,0.717470936,3.274940093
0.582383281,0.541865685,3.625566754
0.570300362,0.629920118,3.417981006
0.473131219,0.507644561,3.486263968
0.732331898,0.275539652,5.397589875
0.859284729,0.201234402,7.07583668
0.736288202,0.024680135,32.80856372
0.09138236,0.778135659,2.382357379
0.006772961,0.698937379,2.313065552
0.084129963,0.836918439,2.312922444
0.148758862,0.526707842,2.777460242
0.779605538,0.324256203,5.10661161
0.515152636,0.794379205,3.112355557
0.091457554,0.002438331,40.50581755
0.340420186,0.276165196,3.96367353
0.705378035,0.324474756,4.873529624
0.862827194,0.281965428,5.797423071
0.936154289,0.442943667,4.751896812
0.559337643,0.789591978,3.194144418
0.404336365,0.009447111,45.79055389
0.889315097,0.04590582,22.32678059
0.923834888,0.350569223,5.324476193
0.665352562,0.883435913,3.328456899
0.643499466,0.400332805,4.248365319
0.279398797,0.393837668,3.332656376
0.048861852,0.203314136,3.037423396
0.672213104,0.315179941,4.838658206
0.410025796,0.622503757,3.13507754
0.552099477,0.749285522,3.219800995
0.538061134,0.050473924,13.60977561
0.381787356,0.390196641,3.610933475
0.206758887,0.13546382,4.391353532
0.990821544,0.809299233,3.940194149
0.67866957,0.615324852,3.645734828
0.588877664,0.023493018,28.04258579
0.772898841,0.624608898,3.801145566
0.292200855,0.155564749,4.723858361
0.118537697,0.384919539,2.929795249
0.470886384,0.605228453,3.277196024
0.548010587,0.546001085,3.546880261
0.717506647,0.613752074,3.721181707
0.20902499,0.029530822,10.04867211
0.334586958,0.258406974,4.042172517
0.158505127,0.007214481,24.96319988
0.685257901,0.190969229,6.402119051
0.373272957,0.082057902,7.467045501
0.919988485,0.603329808,4.123566258
0.080616681,0.221770688,3.142622303
0.321024573,0.724111192,2.841110893
0.433527683,0.624665399,3.175022263
0.343606091,0.611104338,3.029582816
0.81838601,0.137061584,8.835982105
0.919559325,0.224801139,6.876191126
0.688762191,0.111086258,9.09010448
0.515925692,0.809095875,3.101828133
0.334194591,0.507238546,3.195227418
0.044112336,0.154938639,3.129933864
0.462804846,0.981652256,2.927597833
0.999323349,0.007990473,128.0563629
0.948670368,0.814341259,3.862925209
0.226002812,0.718425083,2.679958578
0.671872176,0.112855968,8.841469494
0.46461872,0.91489302,2.948747773
0.387898065,0.889259095,2.819718298
0.23976514,0.786556795,2.634946569
0.801568479,0.70515197,3.712632935
0.62106814,0.03339883,21.56213013
0.205821369,0.652177893,2.720506712
0.959312808,0.12361894,10.63843462
0.249904364,0.669023767,2.779346003
0.123209492,0.876896448,2.346688458
0.520292094,0.366489348,4.078786915
0.237885868,0.92616282,2.519674655
0.568082021,0.801880143,3.199470951
0.487863603,0.6574199,3.223288719
0.540050997,0.713106357,3.240053782
0.74858701,0.718569069,3.600951557
0.372395629,0.402468848,3.547086653
0.359783158,0.203172376,4.57067218
0.232024042,0.536453776,2.931881091
0.793693054,0.71943652,3.67932769
0.927510114,0.901105563,3.806846539
0.990166159,0.354800647,5.480191309
0.541831356,0.947443503,3.08525661
0.598260065,0.853799145,3.219259348
0.215291328,0.737410622,2.640873807
0.549540798,0.462901135,3.77877409
0.817429492,0.273104546,5.736647338
0.568513532,0.367075476,4.209808661
0.487832748,0.040190922,15.09772469
0.32159555,0.388395419,3.45845748
0.226062776,0.750938924,2.645830103
0.629020928,0.60855667,3.566835584
0.891477531,0.199197901,7.283184415
0.661939258,0.689652536,3.487287717
0.174939194,0.11337556,4.429885605
0.184792636,0.577142246,2.778568286
0.413590505,0.515538288,3.343381561
0.690490165,0.466746058,4.082834127
0.143521743,0.873395306,2.386551242
0.229572038,0.078011983,5.864876176
0.472763086,0.177336864,5.491203885
0.420878717,0.305396725,4.084728989
0.30346126,0.941134768,2.634271103
0.707463126,0.287627451,5.188857769
0.207701233,0.013808988,18.02720909
0.834721163,0.851843446,3.644021927
0.031053768,0.196358907,2.962024198
0.767793708,0.278880096,5.490905046
0.518130212,0.41833437,3.85815317
0.735963838,0.799404257,3.497208419
0.906076776,0.107069733,11.35653461
0.19247082,0.59209306,2.772927127
0.045598373,0.840211337,2.241105529
0.255493263,0.427390232,3.190354204
0.631544072,0.22822108,5.546532877
0.98051066,0.972362674,3.937457591
0.978925026,0.39032242,5.17588134
0.889518838,0.169471406,8.083642346
0.510561808,0.538229544,3.489972308
0.937822447,0.275900358,6.142930194
0.118281376,0.212558823,3.345041317
0.546865631,0.777523381,3.182871632
0.255062943,0.002671063,98.48850344
0.22314437,0.893022942,2.515770606
0.635484045,0.136853856,7.508298084
0.875896745,0.51119693,4.319234955
0.091573098,0.977322702,2.201858627
0.599047969,0.77948417,3.272750068
0.539834748,0.733092893,3.21597233
0.859707393,0.520878575,4.251111738
0.127094774,0.316138969,3.089898588
0.702751396,0.049677081,17.09679974
0.234045781,0.350036516,3.328633812
0.069579133,0.853368031,2.271406943
0.043119585,0.483722666,2.61029896
0.199009055,0.541416779,2.857738187
0.174222335,0.854965143,2.457692213
0.140939467,0.581679577,2.688356424
0.184880111,0.614027528,2.729867626
0.921439331,0.714966364,3.910582988
0.891648048,0.845608007,3.74797704
0.182550669,0.348814756,3.18227846
0.670594321,0.303788081,4.922453714
0.984010086,0.843864658,3.913524765
0.717262776,0.836175951,3.440958188
0.764944497,0.544777203,3.983041059
0.476857341,0.047547899,12.98149203
0.343405224,0.531534436,3.166099962
0.297841733,0.005114109,61.23411104
0.775457002,0.968106327,3.53649936
0.737227754,0.886051586,3.4588217
0.179215209,0.120794496,4.363158591
0.718601973,0.580887412,3.797041171
0.0729677,0.366078159,2.836824322
0.821782748,0.233651816,6.293956119
0.297708358,0.861553912,2.674381722
0.298139628,0.408249276,3.342324901
0.855591322,0.472409523,4.428915841
0.456196272,0.093997366,7.759669347
0.606999694,0.740561016,3.325618143
0.038097108,0.637368863,2.432267863
0.424240376,0.721488878,3.025849169
0.091865138,0.749208266,2.412041021
0.405440572,0.364209165,3.768586416
0.928147373,0.398220212,4.991130811
0.374074067,0.789303657,2.868571394
0.983390197,0.961040932,3.935088283
0.527571068,0.321064405,4.339590016
0.406612783,0.514833106,3.330447843
0.13956985,0.314361661,3.133952849
0.215354351,0.213787736,3.795644436
0.827021262,0.697187721,3.769299994
0.066999418,0.801819384,2.316278133
0.813555015,0.069592786,14.62090195
0.982198909,0.027964797,38.0947467
0.980225136,0.573182859,4.321549813
0.743723586,0.181755052,6.914610952
0.016326021,0.798659788,2.230098966
0.783979341,0.439101941,4.412687813
0.063620062,0.167606984,3.212271391
0.264110619,0.40054517,3.275804982
0.907084247,0.169088797,8.199840174
0.961383337,0.573117219,4.285324982
0.847748317,0.803866867,3.69109271
0.022723082,0.948196814,2.095139183
0.326279595,0.754401061,2.818187108
0.631953413,0.036742767,20.16268485
0.519365525,0.893538661,3.058228348
0.317647724,0.163876173,4.77586168
0.638019929,0.444876155,4.045451732
0.163904937,0.084986697,4.843709125
0.803319487,0.826333492,3.599083041
0.878378324,0.609820582,4.029766858
0.383187018,0.233427574,4.413013287
0.829664963,0.425091274,4.590373213
0.866231782,0.196261448,7.223949464
0.711938179,0.22387871,5.964127402
0.862108567,0.446829334,4.559472565
0.163100971,0.84642348,2.44517613
0.367807318,0.642108885,3.02807732
0.216813195,0.764113331,2.616361004
0.280912966,0.563205047,2.985755314
0.438116879,0.090111399,7.772156513
0.135676461,0.019083384,10.09058226
0.334419796,0.558576442,3.098406423
0.870256352,0.790385921,3.740365967
0.280118133,0.556377512,2.995334973
0.847433272,0.646947172,3.892411087
0.835203204,0.282712464,5.690409604
0.426080155,0.370151311,3.802554661
0.804778105,0.436693634,4.473216205
0.22878573,0.531864875,2.932714491
0.020262418,0.815616776,2.220220134
0.901885952,0.638258315,4.009282953
0.215964964,0.29110286,3.456110037
0.491709535,0.352928326,4.06191506
0.652575896,0.639754733,3.551158268
0.57990555,0.664783507,3.377910804
0.541271145,0.943935173,3.084725671
0.454026625,0.158616084,5.705620651
0.534474969,0.26850126,4.732431038
0.306645479,0.679480676,2.868011627
0.992828279,0.27023967,6.423234849
0.667462769,0.455625892,4.072442492
0.11696014,0.593164528,2.628425155
0.098775961,0.816093665,2.358628679
0.469022812,0.919933154,2.955054126
0.554363668,0.113049122,7.791493284
0.038024696,0.678591318,2.389325465
0.315319203,0.738878549,2.815070086
0.601785961,0.875372534,3.215754887
0.705559802,0.05217696,16.47036319
0.27534484,0.659854548,2.83653478
0.471362893,0.514349427,3.466216179
0.008962339,0.762579149,2.25314796
0.450759703,0.657006059,3.156911451
0.13988322,0.95396044,2.314112343
0.249362989,0.608163332,2.857953951
0.152123101,0.60911959,2.675002756
0.31913114,0.205132632,4.353352795
0.408802211,0.961288827,2.827116574
0.54451537,0.15030492,6.4742822
0.840752007,0.474111134,4.38881158
0.564054367,0.178762467,5.979788556
0.053756791,0.623712219,2.475519493
0.606459146,0.064680563,12.31170286
0.214906408,0.286032273,3.470333101
0.426030442,0.509051544,3.384057334
0.736749022,0.599592114,3.787971698
0.354914379,0.427450832,3.430573027
0.713823127,0.840740018,3.432506426
0.262967839,0.009273498,31.34764572
0.579094818,0.192652115,5.817398028
0.490828196,0.012255,43.03900714
0.299463414,0.533246525,3.073746313
0.648489347,0.783812478,3.355816737
0.456049581,0.900685866,2.938870826
0.026520482,0.983242381,2.068939534
0.106908769,0.776916884,2.410824096
0.115255033,0.869327349,2.338972087
0.880567453,0.504910155,4.352443723
0.014824772,0.669517057,2.357074536
0.59703677,0.608905078,3.50639127
0.386364274,0.045888897,11.37370733
0.881242195,0.100627597,11.65773076
0.038992157,0.195210788,3.004823134
0.882370114,0.355753628,5.164258798
0.728445067,0.980310271,3.449023833
0.246290302,0.468235472,3.083044882
0.944415218,0.790354928,3.870831933
0.416562385,0.162293025,5.40621768
0.942436943,0.79000315,3.867613975
0.925208325,0.278359998,6.065378721
0.315470983,0.633527791,2.944646551
0.977463533,0.259578858,6.523092215
0.731259369,0.838768835,3.464573231
0.716887335,0.632217989,3.682861772
0.334445715,0.272101612,3.963756866
0.423013343,0.097637432,7.235247776
0.68716092,0.450142793,4.139074242
0.296619804,0.037071986,10.96412781
0.845331035,0.875720304,3.657283129
0.025225875,0.089824365,3.191029473
0.503361898,0.931155234,3.015815982
0.081319636,0.804104165,2.339306304
0.476288158,0.687293338,3.160328615
0.466576435,0.104751738,7.349900987
0.981637344,0.622506262,4.191205634
0.854033665,0.920478845,3.673400417
0.13564616,0.98402443,2.283072327
0.92665171,0.968352547,3.830011894
0.483114331,0.785323468,3.06384442
0.269871209,0.138551179,4.809975417
0.713578999,0.248253445,5.637061345
0.736436739,0.952622584,3.457085931
0.000878295,0.560543273,2.441178283
0.194061812,0.183891851,3.872618959
0.389947905,0.407393935,3.57614894
0.353395497,0.340510038,3.711284061
0.709248409,0.899694553,3.405142619
0.211858448,0.788494076,2.584051627
0.973047823,0.620187178,4.180885767
0.356241696,0.430258924,3.42608648
0.483777018,0.320101588,4.207089314
0.870023071,0.117143727,10.31122593
0.320011982,0.175364043,4.651205528
0.960997462,0.392103019,5.116709587
0.10531611,0.326452751,2.999818764
0.65361766,0.823132795,3.335458399
0.493302698,0.8202005,3.053431983
0.561957475,0.766779802,3.219446873
0.895289173,0.525379774,4.30853273
0.076217855,0.486622761,2.678786219
0.61485597,0.35478383,4.405717862
0.309801485,0.441150133,3.287706108
0.116124619,0.330969682,3.024102186
0.513357559,0.254878382,4.767749127
0.149534232,0.329182908,3.130409884
0.578599098,0.03703763,18.58491752
0.435238654,0.694413638,3.078098976
0.227061036,0.157116526,4.288940153
0.126381002,0.386435675,2.947900237
0.090230076,0.207352046,3.228606381
0.975797361,0.30835343,5.884797728
0.75365556,0.582029456,3.861442066
0.112662739,0.807403839,2.391432931
0.498472823,0.045400121,13.93419489
0.719830603,0.862159935,3.434066469
0.273860312,0.422427827,3.246516665
0.412944398,0.829532367,2.903988844
0.644472751,0.26086773,5.221069569
0.791390743,0.51466102,4.130915606
0.698381876,0.290968789,5.126430467
0.67953131,0.284106112,5.123299112
0.258009568,0.910918172,2.567340687
0.881935889,0.156212096,8.492909058
0.809720211,0.875683057,3.592710277
0.083759038,0.289716045,3.00142811
0.56826378,0.246987779,5.062351161
0.707480438,0.318054896,4.929104898
0.781488578,0.917187285,3.537833188
0.958914686,0.776602042,3.90728841
0.765335044,0.607048747,3.824905821
0.049845809,0.440588234,2.676809565
0.786220178,0.625356565,3.824155457
0.112270493,0.577564972,2.638451518
0.221531044,0.271481525,3.54895885
0.954924973,0.337864176,5.525322887
0.938770362,0.468980587,4.629577962
0.839333566,0.436693383,4.555224907
0.242899682,0.636241094,2.808091253
0.821450458,0.047732683,20.16174886
0.132961973,0.385634895,2.966777589
0.486063979,0.732065968,3.122593126
0.382530065,0.599648004,3.120757507
0.360939754,0.624239693,3.041766154
0.970267253,0.440197523,4.846728446
0.534490684,0.493273956,3.654434711
0.940148064,0.20950519,7.286609202
0.598723188,0.487014848,3.811518367
0.470914854,0.932766214,2.954265894
0.822365058,0.164908143,7.825586708
0.98549931,0.927812456,3.921475369
0.23680388,0.15106005,4.417370434
0.660659971,0.388572317,4.350412537
0.606317122,0.547114132,3.660391876
0.972002402,0.582909063,4.277110878
0.312780232,0.427639358,3.328232771
0.995579767,0.204064423,7.683147988
0.033543433,0.512944497,2.556976472
0.216095557,0.763966337,2.615247437
0.99529062,0.005875007,172.4050785
0.998586547,0.869768086,3.935385106
0.200965498,0.324881838,3.300589688
0.351535624,0.588077287,3.08118833
0.90885891,0.532117703,4.312822434
0.689282638,0.179044555,6.674694415
0.21744218,0.298342441,3.436265938
0.313458234,0.098135056,6.096312663
0.827743619,0.588746902,3.986114717
0.069874136,0.789894001,2.33300295
0.420499357,0.313156182,4.042535844
0.660949028,0.650747445,3.547069293
0.326233207,0.276410423,3.910728429
0.275348842,0.705010784,2.78203636
0.825126472,0.158269912,8.058414684
0.580676839,0.580738466,3.532885743
0.129081173,0.095427887,4.257341013
0.612760971,0.439571017,4.006471556
0.096585933,0.231897455,3.185809803
0.782605846,0.70283387,3.682373795
0.699012597,0.407454578,4.355389897
0.153945695,0.585753325,2.708002667
0.708115464,0.873623595,3.409073145
0.3254846,0.146826671,5.070998375
0.783409272,0.861898177,3.548635573
0.044259446,0.098930194,3.348493227
0.372102938,0.385222439,3.601992097
0.963696496,0.929196158,3.881080823
0.667725758,0.024340534,30.40833599
0.122248019,0.815120101,2.401062784
0.450627745,0.822445523,2.976157796
0.222136254,0.136792508,4.48766805
0.470341994,0.817382594,3.014898051
0.451525368,0.23949657,4.652016493
0.010984383,0.719534858,2.299823049
0.447209875,0.067340946,9.573775598
0.973686049,0.303260048,5.934625595
0.55309402,0.988721206,3.105271815
0.672756168,0.293176727,5.018488304
0.215500806,0.409372159,3.131830081
0.627631884,0.721165132,3.384538924
0.886578936,0.433597513,4.683380611
0.779808934,0.468323518,4.276882653
0.517260268,0.894861964,3.053832938
0.851398484,0.449055064,4.524018819
0.38861846,0.107675898,6.501959199
0.324273635,0.856141759,2.726112484
0.883304786,0.715754426,3.842228601
0.833960953,0.947761544,3.642140287
0.843574993,0.646795698,3.88569898
0.42879686,0.732315722,3.021621565
0.174809985,0.410835563,3.026784994
0.929941678,0.335904282,5.467813345
0.819221296,0.680236684,3.781939793
0.691138919,0.540643295,3.846939597
0.253175911,0.675653207,2.777149331
0.131849063,0.216342538,3.394438383
0.612354138,0.544112742,3.679948708
0.131945768,0.149919711,3.73063443
0.904337786,0.187093294,7.652448662
0.965195516,0.883863317,3.874610345
0.99324844,0.487186893,4.666408846
0.501559318,0.89862795,3.023478115
0.610766256,0.759256771,3.312495626
0.072112909,0.239263478,3.063119648
0.769062498,0.128003172,8.881761642
0.163961639,0.470400251,2.895223985
0.635512977,0.369789848,4.380924729
0.692207338,0.287097883,5.140332539
0.032815363,0.588400795,2.474054563
0.474730573,0.323816339,4.158351713
0.185347958,0.440554498,2.996009113
0.443778626,0.553309063,3.323910039
0.516311208,0.565681551,3.440502982
0.487160633,0.572596568,3.369652834
0.786130641,0.985049756,3.564408707
0.309157458,0.169622353,4.654508593
0.684281259,0.744429331,3.457069339
0.821548237,0.422847588,4.58216018
0.635611962,0.191853621,6.125639658
0.187995429,0.244079257,3.528877257
0.415142944,0.103762652,6.897591023
0.030739972,0.017246216,4.765172291
0.454243435,0.109698338,7.031742827
0.399344773,0.366269555,3.743655714
0.380115345,0.971054255,2.768445193
0.939213084,0.783078413,3.867310807
0.09123033,0.090659141,3.915709234
0.244347207,0.643291825,2.801594623
0.996810738,0.065425375,18.17069667
0.056985326,0.177037465,3.145161596
0.279010693,0.581634453,2.952966514
0.478171986,0.061894926,10.66376265
0.177354306,0.808937265,2.504189169
0.191852375,0.473729087,2.951650804
0.399656639,0.917614108,2.826717672
0.491285004,0.283532863,4.460392067
0.733563251,0.616065982,3.74617768
0.587198189,0.444100386,3.929550489
0.394716427,0.698434767,3.001191096
0.310067615,0.855267791,2.701253434
0.860334086,0.57677926,4.079918923
0.167346583,0.539698146,2.796683159
0.617997271,0.576360841,3.614202586
0.122269702,0.739778648,2.475002287
0.044540711,0.006728251,9.613225572
0.057656064,0.054748575,3.998367082
0.307340946,0.475926307,3.20297931
0.965114655,0.579154967,4.274747303
0.76430107,0.543491051,3.985489002
0.226202949,0.377196153,3.234639126
0.754450533,0.87011448,3.49396003
0.164132647,0.299318309,3.253437983
0.280406148,0.715088752,2.77957288
0.784609838,0.566359534,3.961534838
0.367671258,0.737279369,2.908759081
0.706110052,0.202646387,6.287674038
0.119385181,0.842528951,2.370570762
0.806195523,0.820395585,3.607449663
0.626453404,0.203974279,5.872579342
0.265120833,0.794410931,2.67223836
0.012564604,0.324690551,2.714436704
0.476384258,0.795788551,3.042920103
0.021440133,0.824449013,2.21357126
0.396458838,0.563498557,3.211005779
0.198971744,0.16401294,4.050011544
0.349948028,0.822515103,2.797676856
0.904498181,0.375946932,5.0780333
0.648486159,0.045720469,17.13805779
0.281131554,0.100473913,5.697866427
0.68968458,0.088759587,10.68197717
0.309697644,0.104654271,5.854945868
0.637506282,0.982794151,3.271035708
0.23477531,0.247628569,3.704030995
0.599085629,0.65665812,3.425298534
0.264004482,0.546212865,2.980146036
0.918322451,0.94846272,3.803289923
0.279762246,0.166592433,4.514022476
0.174914872,0.669106185,2.644707187
0.3956563,0.854350891,2.855489419
0.353693975,0.341360221,3.70884008
0.694811261,0.017489331,42.71023427
0.322921229,0.43390595,3.336693981
0.824953585,0.043271242,22.02150361
0.257833244,0.504390924,3.039872209
0.751579236,0.028391049,29.44402741
0.1407367,0.890437666,2.366977185
0.119121289,0.342082886,3.010909099
0.053599092,0.867533362,2.229245764
0.313029843,0.776713784,2.772983767
0.164960561,0.247241023,3.422457551
0.381757133,0.386447422,3.623447865
0.916910592,0.787131915,3.824910272
0.674934545,0.049581972,16.56299925
0.997293983,0.752798438,3.997444358
0.972846508,0.233124875,6.952271156
0.78641339,0.957892444,3.554286415
0.659117565,0.879122761,3.318450085
0.276687749,0.866394125,2.632905006
0.54207786,0.279923555,4.668487455
0.982838616,0.093785885,13.38662542
0.755749366,0.300978949,5.230597536
0.634349747,0.511465773,3.813667425
0.605354788,0.205721689,5.742139784
0.907588034,0.203212601,7.270603227
0.203083819,0.334759744,3.27951429
0.72035172,0.886227443,3.427997167
0.251738476,0.437703577,3.158541112
0.056323673,0.500053949,2.619623983
0.493449616,0.654072787,3.238430273
0.916562245,0.192154127,7.584281484
0.431235603,0.851062213,2.921467243
0.275470797,0.011630703,26.67316298
0.187846679,0.960973381,2.401202809
0.962943361,0.011133604,89.47868378
0.088663834,0.407749876,2.815707489
0.906623739,0.78416215,3.809170883
0.750620903,0.410733983,4.468788976
0.560277687,0.170033642,6.127819651
0.961251221,0.589104444,4.239134872
0.72961502,0.968864624,3.447761637
0.948921231,0.061409003,18.39128808
0.140943126,0.173225795,3.641145039
0.778147449,0.313628263,5.191490974
0.556272618,0.83689511,3.153853514
0.606751717,0.448562872,3.958856358
0.113429719,0.977906649,2.244162199
0.857778507,0.434459269,4.610242829
0.171292526,0.448776063,2.948394149
0.848865275,0.609929226,3.974423899
0.330732459,0.076663307,7.237576388
0.679705302,0.338088273,4.698616135
0.721418864,0.352967734,4.722622923
0.885557121,0.358012713,5.156158784
0.300982823,0.417640245,3.324960072
0.21116495,0.121322564,4.619579477
0.771105119,0.401118243,4.571036094
0.87037971,0.181320774,7.624088421
0.79802421,0.146676587,8.296547798
